08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2007;1154 Vindafjord (1965-2005);Flatfisk og botnfisk;0;0
2007;1154 Vindafjord (1965-2005);Djupvassfisk;0;0
2007;1154 Vindafjord (1965-2005);Andre skaldyr og blautdyr;0;0
2007;1154 Vindafjord (1965-2005);Annan fisk, uspesifisert;0;0
2007;1159 Ølen (2002-2005);Fisk i alt;0;0
2007;1159 Ølen (2002-2005);Pelagisk fisk;0;0
2007;1159 Ølen (2002-2005);Torsk og torskeartar;0;0
2007;1159 Ølen (2002-2005);Flatfisk og botnfisk;0;0
2007;1159 Ølen (2002-2005);Djupvassfisk;0;0
2007;1159 Ølen (2002-2005);Andre skaldyr og blautdyr;0;0
2007;1159 Ølen (2002-2005);Annan fisk, uspesifisert;0;0
2007;1160 Vindafjord;Fisk i alt;:;:
2007;1160 Vindafjord;Pelagisk fisk;0;0
2007;1160 Vindafjord;Torsk og torskeartar;0;0
2007;1160 Vindafjord;Flatfisk og botnfisk;0;0
2007;1160 Vindafjord;Djupvassfisk;0;0
2007;1160 Vindafjord;Andre skaldyr og blautdyr;0;0
2007;1160 Vindafjord;Annan fisk, uspesifisert;:;:
2007;1199 Uoppgitt kommune Rogaland;Fisk i alt;0;0
2007;1199 Uoppgitt kommune Rogaland;Pelagisk fisk;0;0
2007;1199 Uoppgitt kommune Rogaland;Torsk og torskeartar;0;0
2007;1199 Uoppgitt kommune Rogaland;Flatfisk og botnfisk;0;0
2007;1199 Uoppgitt kommune Rogaland;Djupvassfisk;0;0
2007;1199 Uoppgitt kommune Rogaland;Andre skaldyr og blautdyr;0;0
2007;1199 Uoppgitt kommune Rogaland;Annan fisk, uspesifisert;0;0
2007;1201 Bergen (1972-2019);Fisk i alt;17502;93549
2007;1201 Bergen (1972-2019);Pelagisk fisk;17463;92310
2007;1201 Bergen (1972-2019);Torsk og torskeartar;16;276
2007;1201 Bergen (1972-2019);Flatfisk og botnfisk;19;595
2007;1201 Bergen (1972-2019);Djupvassfisk;0;2
2007;1201 Bergen (1972-2019);Andre skaldyr og blautdyr;4;366
2007;1201 Bergen (1972-2019);Annan fisk, uspesifisert;0;0
2007;1211 Etne (-2019);Fisk i alt;296;3090
2007;1211 Etne (-2019);Pelagisk fisk;0;0
2007;1211 Etne (-2019);Torsk og torskeartar;238;1559
2007;1211 Etne (-2019);Flatfisk og botnfisk;35;1262
2007;1211 Etne (-2019);Djupvassfisk;12;59
2007;1211 Etne (-2019);Andre skaldyr og blautdyr;0;89
2007;1211 Etne (-2019);Annan fisk, uspesifisert;11;121
2007;1214 Ølen (1916-2001);Fisk i alt;0;0
2007;1214 Ølen (1916-2001);Pelagisk fisk;0;0
2007;1214 Ølen (1916-2001);Torsk og torskeartar;0;0
2007;1214 Ølen (1916-2001);Flatfisk og botnfisk;0;0
2007;1214 Ølen (1916-2001);Djupvassfisk;0;0
2007;1214 Ølen (1916-2001);Andre skaldyr og blautdyr;0;0
2007;1214 Ølen (1916-2001);Annan fisk, uspesifisert;0;0
2007;1216 Sveio (-2019);Fisk i alt;:;:
2007;1216 Sveio (-2019);Pelagisk fisk;:;:
2007;1216 Sveio (-2019);Torsk og torskeartar;0;0
2007;1216 Sveio (-2019);Flatfisk og botnfisk;0;0
2007;1216 Sveio (-2019);Djupvassfisk;0;0
2007;1216 Sveio (-2019);Andre skaldyr og blautdyr;0;0
2007;1216 Sveio (-2019);Annan fisk, uspesifisert;0;0
2007;1219 Bømlo (1916-2019);Fisk i alt;704;9627
2007;1219 Bømlo (1916-2019);Pelagisk fisk;393;3681
2007;1219 Bømlo (1916-2019);Torsk og torskeartar;196;2214
2007;1219 Bømlo (1916-2019);Flatfisk og botnfisk;45;1220
2007;1219 Bømlo (1916-2019);Djupvassfisk;22;127
2007;1219 Bømlo (1916-2019);Andre skaldyr og blautdyr;44;2332
2007;1219 Bømlo (1916-2019);Annan fisk, uspesifisert;3;51
2007;1221 Stord (-2019);Fisk i alt;26;369
2007;1221 Stord (-2019);Pelagisk fisk;1;17
2007;1221 Stord (-2019);Torsk og torskeartar;20;214
2007;1221 Stord (-2019);Flatfisk og botnfisk;3;66
2007;1221 Stord (-2019);Djupvassfisk;1;1
2007;1221 Stord (-2019);Andre skaldyr og blautdyr;1;71
2007;1221 Stord (-2019);Annan fisk, uspesifisert;0;0
2007;1222 Fitjar (-2019);Fisk i alt;82;728
2007;1222 Fitjar (-2019);Pelagisk fisk;:;:
2007;1222 Fitjar (-2019);Torsk og torskeartar;0;0
2007;1222 Fitjar (-2019);Flatfisk og botnfisk;0;0
2007;1222 Fitjar (-2019);Djupvassfisk;0;0
2007;1222 Fitjar (-2019);Andre skaldyr og blautdyr;62;458
2007;1222 Fitjar (-2019);Annan fisk, uspesifisert;:;:
2007;1223 Tysnes (-2019);Fisk i alt;:;:
2007;1223 Tysnes (-2019);Pelagisk fisk;:;:
2007;1223 Tysnes (-2019);Torsk og torskeartar;0;0
2007;1223 Tysnes (-2019);Flatfisk og botnfisk;0;0
2007;1223 Tysnes (-2019);Djupvassfisk;0;0
2007;1223 Tysnes (-2019);Andre skaldyr og blautdyr;0;0
2007;1223 Tysnes (-2019);Annan fisk, uspesifisert;0;0
2007;1224 Kvinnherad (-2019);Fisk i alt;25;226
2007;1224 Kvinnherad (-2019);Pelagisk fisk;:;:
2007;1224 Kvinnherad (-2019);Torsk og torskeartar;0;0
2007;1224 Kvinnherad (-2019);Flatfisk og botnfisk;0;0
2007;1224 Kvinnherad (-2019);Djupvassfisk;0;0
2007;1224 Kvinnherad (-2019);Andre skaldyr og blautdyr;:;:
2007;1224 Kvinnherad (-2019);Annan fisk, uspesifisert;:;:
2007;1227 Jondal (-2019);Fisk i alt;0;0
2007;1227 Jondal (-2019);Pelagisk fisk;0;0
2007;1227 Jondal (-2019);Torsk og torskeartar;0;0
2007;1227 Jondal (-2019);Flatfisk og botnfisk;0;0
2007;1227 Jondal (-2019);Djupvassfisk;0;0
2007;1227 Jondal (-2019);Andre skaldyr og blautdyr;0;0
2007;1227 Jondal (-2019);Annan fisk, uspesifisert;0;0
2007;1228 Odda (1913-2019);Fisk i alt;0;0
2007;1228 Odda (1913-2019);Pelagisk fisk;0;0
2007;1228 Odda (1913-2019);Torsk og torskeartar;0;0
2007;1228 Odda (1913-2019);Flatfisk og botnfisk;0;0
2007;1228 Odda (1913-2019);Djupvassfisk;0;0
2007;1228 Odda (1913-2019);Andre skaldyr og blautdyr;0;0
2007;1228 Odda (1913-2019);Annan fisk, uspesifisert;0;0
2007;1230 Ullensvang (-1976);Fisk i alt;0;0
2007;1230 Ullensvang (-1976);Pelagisk fisk;0;0
2007;1230 Ullensvang (-1976);Torsk og torskeartar;0;0
2007;1230 Ullensvang (-1976);Flatfisk og botnfisk;0;0
2007;1230 Ullensvang (-1976);Djupvassfisk;0;0
2007;1230 Ullensvang (-1976);Andre skaldyr og blautdyr;0;0
2007;1230 Ullensvang (-1976);Annan fisk, uspesifisert;0;0
2007;1231 Ullensvang (1977-2019);Fisk i alt;76;389
2007;1231 Ullensvang (1977-2019);Pelagisk fisk;76;389
2007;1231 Ullensvang (1977-2019);Torsk og torskeartar;0;0
2007;1231 Ullensvang (1977-2019);Flatfisk og botnfisk;0;0
2007;1231 Ullensvang (1977-2019);Djupvassfisk;0;0
2007;1231 Ullensvang (1977-2019);Andre skaldyr og blautdyr;0;0
2007;1231 Ullensvang (1977-2019);Annan fisk, uspesifisert;0;0
2007;1232 Eidfjord (-2019);Fisk i alt;0;0
2007;1232 Eidfjord (-2019);Pelagisk fisk;0;0
2007;1232 Eidfjord (-2019);Torsk og torskeartar;0;0
2007;1232 Eidfjord (-2019);Flatfisk og botnfisk;0;0
2007;1232 Eidfjord (-2019);Djupvassfisk;0;0
2007;1232 Eidfjord (-2019);Andre skaldyr og blautdyr;0;0
2007;1232 Eidfjord (-2019);Annan fisk, uspesifisert;0;0
2007;1233 Ulvik (-2019);Fisk i alt;0;0
2007;1233 Ulvik (-2019);Pelagisk fisk;0;0
2007;1233 Ulvik (-2019);Torsk og torskeartar;0;0
2007;1233 Ulvik (-2019);Flatfisk og botnfisk;0;0
2007;1233 Ulvik (-2019);Djupvassfisk;0;0
2007;1233 Ulvik (-2019);Andre skaldyr og blautdyr;0;0
2007;1233 Ulvik (-2019);Annan fisk, uspesifisert;0;0
2007;1234 Granvin (-2019);Fisk i alt;0;0
2007;1234 Granvin (-2019);Pelagisk fisk;0;0
2007;1234 Granvin (-2019);Torsk og torskeartar;0;0
2007;1234 Granvin (-2019);Flatfisk og botnfisk;0;0
2007;1234 Granvin (-2019);Djupvassfisk;0;0
2007;1234 Granvin (-2019);Andre skaldyr og blautdyr;0;0
2007;1234 Granvin (-2019);Annan fisk, uspesifisert;0;0
2007;1235 Voss (-2019);Fisk i alt;0;0
2007;1235 Voss (-2019);Pelagisk fisk;0;0
2007;1235 Voss (-2019);Torsk og torskeartar;0;0
2007;1235 Voss (-2019);Flatfisk og botnfisk;0;0
2007;1235 Voss (-2019);Djupvassfisk;0;0
2007;1235 Voss (-2019);Andre skaldyr og blautdyr;0;0
2007;1235 Voss (-2019);Annan fisk, uspesifisert;0;0
2007;1238 Kvam (-2019);Fisk i alt;0;0
2007;1238 Kvam (-2019);Pelagisk fisk;0;0
2007;1238 Kvam (-2019);Torsk og torskeartar;0;0
2007;1238 Kvam (-2019);Flatfisk og botnfisk;0;0
2007;1238 Kvam (-2019);Djupvassfisk;0;0
2007;1238 Kvam (-2019);Andre skaldyr og blautdyr;0;0
2007;1238 Kvam (-2019);Annan fisk, uspesifisert;0;0
2007;1241 Fusa (-2019);Fisk i alt;0;0
2007;1241 Fusa (-2019);Pelagisk fisk;0;0
2007;1241 Fusa (-2019);Torsk og torskeartar;0;0
2007;1241 Fusa (-2019);Flatfisk og botnfisk;0;0
2007;1241 Fusa (-2019);Djupvassfisk;0;0
2007;1241 Fusa (-2019);Andre skaldyr og blautdyr;0;0
2007;1241 Fusa (-2019);Annan fisk, uspesifisert;0;0
2007;1242 Samnanger (1907-2019);Fisk i alt;18;255
2007;1242 Samnanger (1907-2019);Pelagisk fisk;11;173
2007;1242 Samnanger (1907-2019);Torsk og torskeartar;7;78
2007;1242 Samnanger (1907-2019);Flatfisk og botnfisk;0;4
2007;1242 Samnanger (1907-2019);Djupvassfisk;0;0
2007;1242 Samnanger (1907-2019);Andre skaldyr og blautdyr;0;0
2007;1242 Samnanger (1907-2019);Annan fisk, uspesifisert;0;0
2007;1243 Os (Hordaland) (-2019);Fisk i alt;605;5509
2007;1243 Os (Hordaland) (-2019);Pelagisk fisk;159;1785
2007;1243 Os (Hordaland) (-2019);Torsk og torskeartar;383;2502
2007;1243 Os (Hordaland) (-2019);Flatfisk og botnfisk;35;973
2007;1243 Os (Hordaland) (-2019);Djupvassfisk;26;138
2007;1243 Os (Hordaland) (-2019);Andre skaldyr og blautdyr;:;:
2007;1243 Os (Hordaland) (-2019);Annan fisk, uspesifisert;:;:
2007;1244 Austevoll (-2019);Fisk i alt;40570;164292
2007;1244 Austevoll (-2019);Pelagisk fisk;40372;163677
2007;1244 Austevoll (-2019);Torsk og torskeartar;194;440
2007;1244 Austevoll (-2019);Flatfisk og botnfisk;0;0
2007;1244 Austevoll (-2019);Djupvassfisk;0;0
2007;1244 Austevoll (-2019);Andre skaldyr og blautdyr;:;:
2007;1244 Austevoll (-2019);Annan fisk, uspesifisert;:;:
2007;1245 Sund (-2019);Fisk i alt;484;5233
2007;1245 Sund (-2019);Pelagisk fisk;313;2154
2007;1245 Sund (-2019);Torsk og torskeartar;118;1402
2007;1245 Sund (-2019);Flatfisk og botnfisk;24;690
2007;1245 Sund (-2019);Djupvassfisk;2;13
2007;1245 Sund (-2019);Andre skaldyr og blautdyr;:;:
2007;1245 Sund (-2019);Annan fisk, uspesifisert;:;:
2007;1246 Fjell (-2019);Fisk i alt;14;1572
2007;1246 Fjell (-2019);Pelagisk fisk;0;0
2007;1246 Fjell (-2019);Torsk og torskeartar;0;0
2007;1246 Fjell (-2019);Flatfisk og botnfisk;0;0
2007;1246 Fjell (-2019);Djupvassfisk;0;0
2007;1246 Fjell (-2019);Andre skaldyr og blautdyr;14;1572
2007;1246 Fjell (-2019);Annan fisk, uspesifisert;0;0
2007;1247 Askøy (-2019);Fisk i alt;:;:
2007;1247 Askøy (-2019);Pelagisk fisk;:;:
2007;1247 Askøy (-2019);Torsk og torskeartar;0;0
2007;1247 Askøy (-2019);Flatfisk og botnfisk;0;0
2007;1247 Askøy (-2019);Djupvassfisk;0;0
2007;1247 Askøy (-2019);Andre skaldyr og blautdyr;0;0
2007;1247 Askøy (-2019);Annan fisk, uspesifisert;0;0
2007;1248 Laksevåg (1918-1971);Fisk i alt;0;0
2007;1248 Laksevåg (1918-1971);Pelagisk fisk;0;0
2007;1248 Laksevåg (1918-1971);Torsk og torskeartar;0;0
2007;1248 Laksevåg (1918-1971);Flatfisk og botnfisk;0;0
2007;1248 Laksevåg (1918-1971);Djupvassfisk;0;0
2007;1248 Laksevåg (1918-1971);Andre skaldyr og blautdyr;0;0
2007;1248 Laksevåg (1918-1971);Annan fisk, uspesifisert;0;0
2007;1249 Fana (-1971);Fisk i alt;0;0
2007;1249 Fana (-1971);Pelagisk fisk;0;0
2007;1249 Fana (-1971);Torsk og torskeartar;0;0
2007;1249 Fana (-1971);Flatfisk og botnfisk;0;0
2007;1249 Fana (-1971);Djupvassfisk;0;0
2007;1249 Fana (-1971);Andre skaldyr og blautdyr;0;0
2007;1249 Fana (-1971);Annan fisk, uspesifisert;0;0
2007;1250 Arna (1964-1971);Fisk i alt;0;0
2007;1250 Arna (1964-1971);Pelagisk fisk;0;0
2007;1250 Arna (1964-1971);Torsk og torskeartar;0;0
2007;1250 Arna (1964-1971);Flatfisk og botnfisk;0;0
2007;1250 Arna (1964-1971);Djupvassfisk;0;0
2007;1250 Arna (1964-1971);Andre skaldyr og blautdyr;0;0
2007;1250 Arna (1964-1971);Annan fisk, uspesifisert;0;0
2007;1251 Vaksdal (1964-2019);Fisk i alt;0;0
2007;1251 Vaksdal (1964-2019);Pelagisk fisk;0;0
2007;1251 Vaksdal (1964-2019);Torsk og torskeartar;0;0
2007;1251 Vaksdal (1964-2019);Flatfisk og botnfisk;0;0
2007;1251 Vaksdal (1964-2019);Djupvassfisk;0;0
2007;1251 Vaksdal (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1251 Vaksdal (1964-2019);Annan fisk, uspesifisert;0;0
2007;1252 Modalen (1910-2019);Fisk i alt;0;0
2007;1252 Modalen (1910-2019);Pelagisk fisk;0;0
2007;1252 Modalen (1910-2019);Torsk og torskeartar;0;0
2007;1252 Modalen (1910-2019);Flatfisk og botnfisk;0;0
2007;1252 Modalen (1910-2019);Djupvassfisk;0;0
2007;1252 Modalen (1910-2019);Andre skaldyr og blautdyr;0;0
2007;1252 Modalen (1910-2019);Annan fisk, uspesifisert;0;0
2007;1253 Osterøy (1964-2019);Fisk i alt;0;0
2007;1253 Osterøy (1964-2019);Pelagisk fisk;0;0
2007;1253 Osterøy (1964-2019);Torsk og torskeartar;0;0
2007;1253 Osterøy (1964-2019);Flatfisk og botnfisk;0;0
2007;1253 Osterøy (1964-2019);Djupvassfisk;0;0
2007;1253 Osterøy (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1253 Osterøy (1964-2019);Annan fisk, uspesifisert;0;0
2007;1255 Åsane (-1971);Fisk i alt;0;0
2007;1255 Åsane (-1971);Pelagisk fisk;0;0
2007;1255 Åsane (-1971);Torsk og torskeartar;0;0
2007;1255 Åsane (-1971);Flatfisk og botnfisk;0;0
2007;1255 Åsane (-1971);Djupvassfisk;0;0
2007;1255 Åsane (-1971);Andre skaldyr og blautdyr;0;0
2007;1255 Åsane (-1971);Annan fisk, uspesifisert;0;0
2007;1256 Meland (1924-2019);Fisk i alt;:;:
2007;1256 Meland (1924-2019);Pelagisk fisk;0;0
2007;1256 Meland (1924-2019);Torsk og torskeartar;0;0
2007;1256 Meland (1924-2019);Flatfisk og botnfisk;0;0
2007;1256 Meland (1924-2019);Djupvassfisk;0;0
2007;1256 Meland (1924-2019);Andre skaldyr og blautdyr;:;:
2007;1256 Meland (1924-2019);Annan fisk, uspesifisert;0;0
2007;1259 Øygarden (1964-2019);Fisk i alt;584;1713
2007;1259 Øygarden (1964-2019);Pelagisk fisk;577;1587
2007;1259 Øygarden (1964-2019);Torsk og torskeartar;0;0
2007;1259 Øygarden (1964-2019);Flatfisk og botnfisk;0;0
2007;1259 Øygarden (1964-2019);Djupvassfisk;0;0
2007;1259 Øygarden (1964-2019);Andre skaldyr og blautdyr;:;:
2007;1259 Øygarden (1964-2019);Annan fisk, uspesifisert;:;:
2007;1260 Radøy (1964-2019);Fisk i alt;52;209
2007;1260 Radøy (1964-2019);Pelagisk fisk;:;:
2007;1260 Radøy (1964-2019);Torsk og torskeartar;0;0
2007;1260 Radøy (1964-2019);Flatfisk og botnfisk;0;0
2007;1260 Radøy (1964-2019);Djupvassfisk;0;0
2007;1260 Radøy (1964-2019);Andre skaldyr og blautdyr;:;:
2007;1260 Radøy (1964-2019);Annan fisk, uspesifisert;0;0
2007;1263 Lindås (-2019);Fisk i alt;:;:
2007;1263 Lindås (-2019);Pelagisk fisk;:;:
2007;1263 Lindås (-2019);Torsk og torskeartar;0;0
2007;1263 Lindås (-2019);Flatfisk og botnfisk;0;0
2007;1263 Lindås (-2019);Djupvassfisk;0;0
2007;1263 Lindås (-2019);Andre skaldyr og blautdyr;0;0
2007;1263 Lindås (-2019);Annan fisk, uspesifisert;0;0
2007;1264 Austrheim (1910-2019);Fisk i alt;290;4967
2007;1264 Austrheim (1910-2019);Pelagisk fisk;12;174
2007;1264 Austrheim (1910-2019);Torsk og torskeartar;189;1907
2007;1264 Austrheim (1910-2019);Flatfisk og botnfisk;73;2055
2007;1264 Austrheim (1910-2019);Djupvassfisk;5;27
2007;1264 Austrheim (1910-2019);Andre skaldyr og blautdyr;11;802
2007;1264 Austrheim (1910-2019);Annan fisk, uspesifisert;0;1
2007;1265 Fedje (1948-2019);Fisk i alt;123;545
2007;1265 Fedje (1948-2019);Pelagisk fisk;46;274
2007;1265 Fedje (1948-2019);Torsk og torskeartar;77;271
2007;1265 Fedje (1948-2019);Flatfisk og botnfisk;0;0
2007;1265 Fedje (1948-2019);Djupvassfisk;0;0
2007;1265 Fedje (1948-2019);Andre skaldyr og blautdyr;0;0
2007;1265 Fedje (1948-2019);Annan fisk, uspesifisert;0;0
2007;1266 Masfjorden (-2019);Fisk i alt;:;:
2007;1266 Masfjorden (-2019);Pelagisk fisk;0;0
2007;1266 Masfjorden (-2019);Torsk og torskeartar;0;0
2007;1266 Masfjorden (-2019);Flatfisk og botnfisk;0;0
2007;1266 Masfjorden (-2019);Djupvassfisk;0;0
2007;1266 Masfjorden (-2019);Andre skaldyr og blautdyr;:;:
2007;1266 Masfjorden (-2019);Annan fisk, uspesifisert;0;0
2007;1299 Uoppgitt kommune Hordaland;Fisk i alt;0;0
2007;1299 Uoppgitt kommune Hordaland;Pelagisk fisk;0;0
2007;1299 Uoppgitt kommune Hordaland;Torsk og torskeartar;0;0
2007;1299 Uoppgitt kommune Hordaland;Flatfisk og botnfisk;0;0
2007;1299 Uoppgitt kommune Hordaland;Djupvassfisk;0;0
2007;1299 Uoppgitt kommune Hordaland;Andre skaldyr og blautdyr;0;0
2007;1299 Uoppgitt kommune Hordaland;Annan fisk, uspesifisert;0;0
2007;1301 Bergen (-1971);Fisk i alt;0;0
2007;1301 Bergen (-1971);Pelagisk fisk;0;0
2007;1301 Bergen (-1971);Torsk og torskeartar;0;0
2007;1301 Bergen (-1971);Flatfisk og botnfisk;0;0
2007;1301 Bergen (-1971);Djupvassfisk;0;0
2007;1301 Bergen (-1971);Andre skaldyr og blautdyr;0;0
2007;1301 Bergen (-1971);Annan fisk, uspesifisert;0;0
2007;1401 Flora (1964-2019);Fisk i alt;41313;138830
2007;1401 Flora (1964-2019);Pelagisk fisk;41297;138817
2007;1401 Flora (1964-2019);Torsk og torskeartar;:;:
2007;1401 Flora (1964-2019);Flatfisk og botnfisk;0;0
2007;1401 Flora (1964-2019);Djupvassfisk;0;0
2007;1401 Flora (1964-2019);Andre skaldyr og blautdyr;:;:
2007;1401 Flora (1964-2019);Annan fisk, uspesifisert;:;:
2007;1411 Gulen (-2019);Fisk i alt;66;909
2007;1411 Gulen (-2019);Pelagisk fisk;42;119
2007;1411 Gulen (-2019);Torsk og torskeartar;20;499
2007;1411 Gulen (-2019);Flatfisk og botnfisk;0;0
2007;1411 Gulen (-2019);Djupvassfisk;0;0
2007;1411 Gulen (-2019);Andre skaldyr og blautdyr;5;292
2007;1411 Gulen (-2019);Annan fisk, uspesifisert;0;0
2007;1412 Solund (-2019);Fisk i alt;715;4155
2007;1412 Solund (-2019);Pelagisk fisk;:;:
2007;1412 Solund (-2019);Torsk og torskeartar;204;1730
2007;1412 Solund (-2019);Flatfisk og botnfisk;35;963
2007;1412 Solund (-2019);Djupvassfisk;12;64
2007;1412 Solund (-2019);Andre skaldyr og blautdyr;:;:
2007;1412 Solund (-2019);Annan fisk, uspesifisert;:;:
2007;1413 Hyllestad (-2019);Fisk i alt;:;:
2007;1413 Hyllestad (-2019);Pelagisk fisk;0;0
2007;1413 Hyllestad (-2019);Torsk og torskeartar;0;0
2007;1413 Hyllestad (-2019);Flatfisk og botnfisk;0;0
2007;1413 Hyllestad (-2019);Djupvassfisk;0;0
2007;1413 Hyllestad (-2019);Andre skaldyr og blautdyr;0;0
2007;1413 Hyllestad (-2019);Annan fisk, uspesifisert;:;:
2007;1416 Høyanger (1964-2019);Fisk i alt;:;:
2007;1416 Høyanger (1964-2019);Pelagisk fisk;:;:
2007;1416 Høyanger (1964-2019);Torsk og torskeartar;0;0
2007;1416 Høyanger (1964-2019);Flatfisk og botnfisk;0;0
2007;1416 Høyanger (1964-2019);Djupvassfisk;0;0
2007;1416 Høyanger (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1416 Høyanger (1964-2019);Annan fisk, uspesifisert;0;0
2007;1417 Vik (-2019);Fisk i alt;0;0
2007;1417 Vik (-2019);Pelagisk fisk;0;0
2007;1417 Vik (-2019);Torsk og torskeartar;0;0
2007;1417 Vik (-2019);Flatfisk og botnfisk;0;0
2007;1417 Vik (-2019);Djupvassfisk;0;0
2007;1417 Vik (-2019);Andre skaldyr og blautdyr;0;0
2007;1417 Vik (-2019);Annan fisk, uspesifisert;0;0
2007;1418 Balestrand (-2019);Fisk i alt;354;1805
2007;1418 Balestrand (-2019);Pelagisk fisk;:;:
2007;1418 Balestrand (-2019);Torsk og torskeartar;0;0
2007;1418 Balestrand (-2019);Flatfisk og botnfisk;0;0
2007;1418 Balestrand (-2019);Djupvassfisk;0;0
2007;1418 Balestrand (-2019);Andre skaldyr og blautdyr;0;0
2007;1418 Balestrand (-2019);Annan fisk, uspesifisert;:;:
2007;1419 Leikanger (-2019);Fisk i alt;0;0
2007;1419 Leikanger (-2019);Pelagisk fisk;0;0
2007;1419 Leikanger (-2019);Torsk og torskeartar;0;0
2007;1419 Leikanger (-2019);Flatfisk og botnfisk;0;0
2007;1419 Leikanger (-2019);Djupvassfisk;0;0
2007;1419 Leikanger (-2019);Andre skaldyr og blautdyr;0;0
2007;1419 Leikanger (-2019);Annan fisk, uspesifisert;0;0
2007;1420 Sogndal (-2019);Fisk i alt;:;:
2007;1420 Sogndal (-2019);Pelagisk fisk;:;:
2007;1420 Sogndal (-2019);Torsk og torskeartar;0;0
2007;1420 Sogndal (-2019);Flatfisk og botnfisk;0;0
2007;1420 Sogndal (-2019);Djupvassfisk;0;0
2007;1420 Sogndal (-2019);Andre skaldyr og blautdyr;0;0
2007;1420 Sogndal (-2019);Annan fisk, uspesifisert;0;0
2007;1421 Aurland (-2019);Fisk i alt;:;:
2007;1421 Aurland (-2019);Pelagisk fisk;:;:
2007;1421 Aurland (-2019);Torsk og torskeartar;0;0
2007;1421 Aurland (-2019);Flatfisk og botnfisk;0;0
2007;1421 Aurland (-2019);Djupvassfisk;0;0
2007;1421 Aurland (-2019);Andre skaldyr og blautdyr;0;0
2007;1421 Aurland (-2019);Annan fisk, uspesifisert;0;0
2007;1422 Lærdal (-2019);Fisk i alt;0;0
2007;1422 Lærdal (-2019);Pelagisk fisk;0;0
2007;1422 Lærdal (-2019);Torsk og torskeartar;0;0
2007;1422 Lærdal (-2019);Flatfisk og botnfisk;0;0
2007;1422 Lærdal (-2019);Djupvassfisk;0;0
2007;1422 Lærdal (-2019);Andre skaldyr og blautdyr;0;0
2007;1422 Lærdal (-2019);Annan fisk, uspesifisert;0;0
2007;1424 Årdal (-2019);Fisk i alt;0;0
2007;1424 Årdal (-2019);Pelagisk fisk;0;0
2007;1424 Årdal (-2019);Torsk og torskeartar;0;0
2007;1424 Årdal (-2019);Flatfisk og botnfisk;0;0
2007;1424 Årdal (-2019);Djupvassfisk;0;0
2007;1424 Årdal (-2019);Andre skaldyr og blautdyr;0;0
2007;1424 Årdal (-2019);Annan fisk, uspesifisert;0;0
2007;1426 Luster (-2019);Fisk i alt;52;461
2007;1426 Luster (-2019);Pelagisk fisk;43;177
2007;1426 Luster (-2019);Torsk og torskeartar;:;:
2007;1426 Luster (-2019);Flatfisk og botnfisk;2;53
2007;1426 Luster (-2019);Djupvassfisk;6;42
2007;1426 Luster (-2019);Andre skaldyr og blautdyr;:;:
2007;1426 Luster (-2019);Annan fisk, uspesifisert;0;0
2007;1428 Askvoll (-2019);Fisk i alt;1568;10863
2007;1428 Askvoll (-2019);Pelagisk fisk;44;602
2007;1428 Askvoll (-2019);Torsk og torskeartar;1054;6625
2007;1428 Askvoll (-2019);Flatfisk og botnfisk;9;204
2007;1428 Askvoll (-2019);Djupvassfisk;31;246
2007;1428 Askvoll (-2019);Andre skaldyr og blautdyr;429;3184
2007;1428 Askvoll (-2019);Annan fisk, uspesifisert;1;2
2007;1429 Fjaler (-2019);Fisk i alt;:;:
2007;1429 Fjaler (-2019);Pelagisk fisk;0;0
2007;1429 Fjaler (-2019);Torsk og torskeartar;0;0
2007;1429 Fjaler (-2019);Flatfisk og botnfisk;0;0
2007;1429 Fjaler (-2019);Djupvassfisk;0;0
2007;1429 Fjaler (-2019);Andre skaldyr og blautdyr;:;:
2007;1429 Fjaler (-2019);Annan fisk, uspesifisert;:;:
2007;1430 Gaular (-2019);Fisk i alt;0;0
2007;1430 Gaular (-2019);Pelagisk fisk;0;0
2007;1430 Gaular (-2019);Torsk og torskeartar;0;0
2007;1430 Gaular (-2019);Flatfisk og botnfisk;0;0
2007;1430 Gaular (-2019);Djupvassfisk;0;0
2007;1430 Gaular (-2019);Andre skaldyr og blautdyr;0;0
2007;1430 Gaular (-2019);Annan fisk, uspesifisert;0;0
2007;1431 Jølster (-2019);Fisk i alt;0;0
2007;1431 Jølster (-2019);Pelagisk fisk;0;0
2007;1431 Jølster (-2019);Torsk og torskeartar;0;0
2007;1431 Jølster (-2019);Flatfisk og botnfisk;0;0
2007;1431 Jølster (-2019);Djupvassfisk;0;0
2007;1431 Jølster (-2019);Andre skaldyr og blautdyr;0;0
2007;1431 Jølster (-2019);Annan fisk, uspesifisert;0;0
2007;1432 Førde (-2019);Fisk i alt;0;0
2007;1432 Førde (-2019);Pelagisk fisk;0;0
2007;1432 Førde (-2019);Torsk og torskeartar;0;0
2007;1432 Førde (-2019);Flatfisk og botnfisk;0;0
2007;1432 Førde (-2019);Djupvassfisk;0;0
2007;1432 Førde (-2019);Andre skaldyr og blautdyr;0;0
